Drug1,Drug2,Cell_line,Loewe
DB04849,DB04868,ACH-000450,-14.88
DB04849,DB04868,ACH-000572,-15.11
DB04849,DB04868,ACH-000579,11.19
DB04849,DB04868,ACH-000614,-0.34
DB04849,DB04868,ACH-000615,-32.72
DB04849,DB04868,ACH-000644,-54.48
DB04849,DB04868,ACH-000730,-5.58
DB04849,DB04868,ACH-000788,-14.45
DB04849,DB04868,ACH-000810,-8.73
DB04849,DB04868,ACH-000915,-26.62
DB04849,DB04868,ACH-000968,-45.24
DB04849,DB04868,ACH-000987,-13.75
DB04849,DB04868,ACH-001190,-7.61
DB04849,DB06589,ACH-000008,-8.59
DB04849,DB06589,ACH-000219,-24.87
DB04849,DB06589,ACH-000304,-10.79
DB04849,DB06589,ACH-000348,-16.85
DB04849,DB06589,ACH-000401,-23
DB04849,DB06589,ACH-000425,2.37
DB04849,DB06589,ACH-000450,-23.71
DB04849,DB06589,ACH-000572,-12.43
DB04849,DB06589,ACH-000615,-11.68
DB04849,DB06589,ACH-000644,-13.67
DB04849,DB06589,ACH-000788,-1.54
DB04849,DB06589,ACH-000810,6.18
DB04849,DB06589,ACH-000968,-10.44
DB04849,DB06589,ACH-000987,-12.05
DB04849,DB06589,ACH-001190,-2.85
DB04849,DB07232,ACH-000008,19.31
DB04849,DB07232,ACH-000219,-8.53
DB04849,DB07232,ACH-000304,-1.33
DB04849,DB07232,ACH-000348,6.49
DB04849,DB07232,ACH-000401,-4.4
DB04849,DB07232,ACH-000425,5.44
DB04849,DB07232,ACH-000450,4.5
DB04849,DB07232,ACH-000572,-5.8
DB04849,DB07232,ACH-000579,13.52
DB04849,DB07232,ACH-000614,12.19
DB04849,DB07232,ACH-000615,-7.14
DB04849,DB07232,ACH-000644,-13.59
DB04849,DB07232,ACH-000730,-11.41
DB04849,DB07232,ACH-000788,8.12
DB04849,DB07232,ACH-000810,4.25
DB04849,DB07232,ACH-000915,-4.23
DB04849,DB07232,ACH-000968,6.68
DB04849,DB07232,ACH-000987,-18.34
DB04849,DB07232,ACH-001190,-1.72
DB04849,DB08828,ACH-000008,-16.23
DB04849,DB08828,ACH-000219,-23.05
DB04849,DB08828,ACH-000304,-15.03
DB04849,DB08828,ACH-000348,-23.82
DB04849,DB08828,ACH-000401,-4.03
DB04849,DB08828,ACH-000425,-20.51
DB04849,DB08828,ACH-000450,1.6
DB04849,DB08828,ACH-000572,-25.62
DB04849,DB08828,ACH-000579,-0.6
DB04849,DB08828,ACH-000614,-6.03
DB04849,DB08828,ACH-000615,-22.66
DB04849,DB08828,ACH-000644,-22.28
DB04849,DB08828,ACH-000730,-11.61
DB04849,DB08828,ACH-000788,-8.01
DB04849,DB08828,ACH-000810,-1.03
DB04849,DB08828,ACH-000915,-15.15
DB04849,DB08828,ACH-000968,-4.24
DB04849,DB08828,ACH-000987,4.02
DB04849,DB08828,ACH-001190,-10.4
DB04849,DB08865,ACH-000008,-39.96
DB04849,DB08865,ACH-000219,-9.41
DB04849,DB08865,ACH-000304,-4.91
DB04849,DB08865,ACH-000348,-10.31
DB04849,DB08865,ACH-000401,-21.87
DB04849,DB08865,ACH-000425,23.23
DB04849,DB08865,ACH-000450,-18.36
DB04849,DB08865,ACH-000572,-20.52
DB04849,DB08865,ACH-000579,7.88
DB04849,DB08865,ACH-000614,-14.18
DB04849,DB08865,ACH-000615,-26.33
DB04849,DB08865,ACH-000644,-11.9
DB04849,DB08865,ACH-000730,1.95
DB04849,DB08865,ACH-000788,-9.48
DB04849,DB08865,ACH-000810,-3.72
DB04849,DB08865,ACH-000968,-6.26
DB04849,DB08865,ACH-000987,-13.08
DB04849,DB08865,ACH-001190,-2.12
DB04849,DB08868,ACH-000008,-34.12
DB04849,DB08868,ACH-000219,28.47
DB04849,DB08868,ACH-000304,-30.15
DB04849,DB08868,ACH-000348,1.11
DB04849,DB08868,ACH-000401,-17.45
DB04849,DB08868,ACH-000425,-13.82
DB04849,DB08868,ACH-000450,0.09
DB04849,DB08868,ACH-000572,-32.94
DB04849,DB08868,ACH-000579,8.4
DB04849,DB08868,ACH-000614,-30.33
DB04849,DB08868,ACH-000615,-21.5
DB04849,DB08868,ACH-000644,-7.7
DB04849,DB08868,ACH-000730,-0.17
DB04849,DB08868,ACH-000788,-37.65
DB04849,DB08868,ACH-000810,-36.82
DB04849,DB08868,ACH-000915,-37.76
DB04849,DB08868,ACH-000968,-5.66
DB04849,DB08868,ACH-000987,-20.12
DB04849,DB08868,ACH-001190,-15.34
DB04849,DB08877,ACH-000008,-38.52
DB04849,DB08877,ACH-000219,12.76
DB04849,DB08877,ACH-000304,-34.22
DB04849,DB08877,ACH-000348,0.22
DB04849,DB08877,ACH-000401,-1.54
DB04849,DB08877,ACH-000425,-9.04
DB04849,DB08877,ACH-000450,-26.61
DB04849,DB08877,ACH-000572,-13.2
DB04849,DB08877,ACH-000579,2.68
DB04849,DB08877,ACH-000614,6.9
DB04849,DB08877,ACH-000615,-38.69
DB04849,DB08877,ACH-000644,-7.97
DB04849,DB08877,ACH-000730,-5.3
DB04849,DB08877,ACH-000788,-11.32
DB04849,DB08877,ACH-000810,-25.82
DB04849,DB08877,ACH-000915,-25.29
DB04849,DB08877,ACH-000968,-32.32
DB04849,DB08877,ACH-000987,-7.68
DB04849,DB08877,ACH-001190,-24.33
DB04849,DB09073,ACH-000008,7.64
DB04849,DB09073,ACH-000219,-7.97
DB04849,DB09073,ACH-000304,3.72
DB04849,DB09073,ACH-000348,7.58
DB04849,DB09073,ACH-000401,-27.19
DB04849,DB09073,ACH-000425,-9.38
DB04849,DB09073,ACH-000450,-2.85
DB04849,DB09073,ACH-000572,-5.76
DB04849,DB09073,ACH-000579,5.97
DB04849,DB09073,ACH-000614,-8.53
DB04849,DB09073,ACH-000615,-16.44
DB04849,DB09073,ACH-000644,-17.83
DB04849,DB09073,ACH-000730,13.96
DB04849,DB09073,ACH-000788,-13.79
DB04849,DB09073,ACH-000810,5.05
DB04849,DB09073,ACH-000915,-5.65
DB04849,DB09073,ACH-000968,-8.9
DB04849,DB09073,ACH-000987,11.64
DB04849,DB09073,ACH-001190,9.57
DB04854,DB08877,ACH-000702,-22.6
DB04865,DB04865,ACH-000480,-0.22
DB04865,DB08877,ACH-000702,0.26
DB04868,DB05294,ACH-000001,-14.54
DB04868,DB05294,ACH-000019,-1.12
DB04868,DB05294,ACH-000046,-4.87
DB04868,DB05294,ACH-000090,3.28
DB04868,DB05294,ACH-000147,0.44
DB04868,DB05294,ACH-000232,-0.64
DB04868,DB05294,ACH-000273,-0.41
DB04868,DB05294,ACH-000288,-3.55
DB04868,DB05294,ACH-000343,-9.03
DB04868,DB05294,ACH-000367,-0.4
DB04868,DB05294,ACH-000376,-2.16
DB04868,DB05294,ACH-000425,0.04
DB04868,DB05294,ACH-000433,9.12
DB04868,DB05294,ACH-000463,13.15
DB04868,DB05294,ACH-000477,1.07
DB04868,DB05294,ACH-000504,-2.72
DB04868,DB05294,ACH-000551,3.66
DB04868,DB05294,ACH-000552,-0.75
DB04868,DB05294,ACH-000555,-4.42
DB04868,DB05294,ACH-000579,-5.93
DB04868,DB05294,ACH-000615,-1.09
DB04868,DB05294,ACH-000617,0.29
DB04868,DB05294,ACH-000649,-3.01
DB04868,DB05294,ACH-000651,-3.28
DB04868,DB05294,ACH-000655,-0.46
DB04868,DB05294,ACH-000681,-9.14
DB04868,DB05294,ACH-000696,2.87
DB04868,DB05294,ACH-000706,-3.47
DB04868,DB05294,ACH-000730,-6.64
DB04868,DB05294,ACH-000750,-1.87
DB04868,DB05294,ACH-000768,4.93
DB04868,DB05294,ACH-000811,-5.77
DB04868,DB05294,ACH-000825,2
DB04868,DB05294,ACH-000849,2.93
DB04868,DB05294,ACH-000861,0.29
DB04868,DB05294,ACH-000900,-1.77
DB04868,DB05294,ACH-000966,-10.12
DB04868,DB05294,ACH-000969,-26.84
DB04868,DB05294,ACH-000971,-5.81
DB04868,DB05294,ACH-000997,-8.05
DB04868,DB05294,ACH-001151,-5.86
DB04868,DB05294,ACH-001190,-2.58
DB04868,DB05812,ACH-000001,-7.07
DB04868,DB05812,ACH-000002,-11.86
DB04868,DB05812,ACH-000019,2.58
DB04868,DB05812,ACH-000046,-2.24
DB04868,DB05812,ACH-000090,5.67
DB04868,DB05812,ACH-000147,-1.75
DB04868,DB05812,ACH-000148,-2.64
DB04868,DB05812,ACH-000232,-1.3
DB04868,DB05812,ACH-000273,-0.89
DB04868,DB05812,ACH-000288,-3.08
DB04868,DB05812,ACH-000343,-0.8
DB04868,DB05812,ACH-000367,-5.15
DB04868,DB05812,ACH-000376,-1.46
DB04868,DB05812,ACH-000425,2.79
DB04868,DB05812,ACH-000428,1.7
DB04868,DB05812,ACH-000433,9.54
DB04868,DB05812,ACH-000463,10.92
DB04868,DB05812,ACH-000477,-3.51
DB04868,DB05812,ACH-000504,-1.98
DB04868,DB05812,ACH-000551,-2.21
DB04868,DB05812,ACH-000552,1.07
DB04868,DB05812,ACH-000579,-5.29
DB04868,DB05812,ACH-000615,2.52
DB04868,DB05812,ACH-000617,-4.92
DB04868,DB05812,ACH-000649,-6.06
DB04868,DB05812,ACH-000651,-3.96
DB04868,DB05812,ACH-000655,1.77
DB04868,DB05812,ACH-000681,-0.71
DB04868,DB05812,ACH-000696,-5.5
DB04868,DB05812,ACH-000706,-5
DB04868,DB05812,ACH-000730,-6.7
DB04868,DB05812,ACH-000768,1.22
DB04868,DB05812,ACH-000811,0.71
DB04868,DB05812,ACH-000825,0.31
DB04868,DB05812,ACH-000849,-2.12
DB04868,DB05812,ACH-000861,-0.35
DB04868,DB05812,ACH-000900,-0.43
DB04868,DB05812,ACH-000966,0.15
DB04868,DB05812,ACH-000969,-4.95
DB04868,DB05812,ACH-000971,-1.2
DB04868,DB05812,ACH-000997,-4.56
DB04868,DB05812,ACH-001151,-6.69
DB04868,DB05812,ACH-001190,2.57
DB04868,DB06589,ACH-000008,-5.79
DB04868,DB06589,ACH-000219,-10.24
DB04868,DB06589,ACH-000304,-15.55
DB04868,DB06589,ACH-000348,-5.66
DB04868,DB06589,ACH-000401,-4.93
DB04868,DB06589,ACH-000425,14.74
DB04868,DB06589,ACH-000450,-4.64
DB04868,DB06589,ACH-000572,0.24
DB04868,DB06589,ACH-000615,15.41
DB04868,DB06589,ACH-000644,-22.02
DB04868,DB06589,ACH-000750,-27.36
DB04868,DB06589,ACH-000788,-30.95
DB04868,DB06589,ACH-000810,-2.59
DB04868,DB06589,ACH-000968,-14.18
DB04868,DB06589,ACH-000987,-7.27
DB04868,DB06589,ACH-001190,1.9
DB04868,DB06626,ACH-000001,-0.15
DB04868,DB06626,ACH-000019,-5
DB04868,DB06626,ACH-000046,1.74
DB04868,DB06626,ACH-000090,13.89
DB04868,DB06626,ACH-000147,0.96
DB04868,DB06626,ACH-000148,-3.15
DB04868,DB06626,ACH-000232,-8
DB04868,DB06626,ACH-000288,-4.29
DB04868,DB06626,ACH-000343,-3.95
DB04868,DB06626,ACH-000367,0.84
DB04868,DB06626,ACH-000376,1.31
DB04868,DB06626,ACH-000425,2.96
DB04868,DB06626,ACH-000428,-2.13
DB04868,DB06626,ACH-000433,1.94
DB04868,DB06626,ACH-000463,8.33
DB04868,DB06626,ACH-000477,-2.04
DB04868,DB06626,ACH-000504,-0.07
DB04868,DB06626,ACH-000551,10.97
DB04868,DB06626,ACH-000552,-2.53
DB04868,DB06626,ACH-000555,-6.56
DB04868,DB06626,ACH-000579,-4.96
DB04868,DB06626,ACH-000615,1.25
DB04868,DB06626,ACH-000649,0.74
DB04868,DB06626,ACH-000651,-9.66
DB04868,DB06626,ACH-000655,1.65
DB04868,DB06626,ACH-000681,-8.61
DB04868,DB06626,ACH-000696,3.7
DB04868,DB06626,ACH-000706,-3.72
DB04868,DB06626,ACH-000730,-9.07
DB04868,DB06626,ACH-000750,4.22
DB04868,DB06626,ACH-000768,-6.69
DB04868,DB06626,ACH-000811,-2.46
DB04868,DB06626,ACH-000825,-0.84
DB04868,DB06626,ACH-000849,-1.22
DB04868,DB06626,ACH-000861,1.01
DB04868,DB06626,ACH-000900,-1.8
DB04868,DB06626,ACH-000966,-3.28
DB04868,DB06626,ACH-000969,1.08
DB04868,DB06626,ACH-000971,-6.14
DB04868,DB06626,ACH-000997,-5.11
DB04868,DB06626,ACH-001151,-5.87
DB04868,DB06626,ACH-001190,-0.69
DB04868,DB06772,ACH-000002,-32.68
DB04868,DB06772,ACH-000090,-16.04
DB04868,DB06772,ACH-000376,-8.68
DB04868,DB06772,ACH-000425,-3.92
DB04868,DB06772,ACH-000428,-34.38
DB04868,DB06772,ACH-000433,2.7
DB04868,DB06772,ACH-000463,-11.48
DB04868,DB06772,ACH-000477,-6.42
DB04868,DB06772,ACH-000504,-18.54
DB04868,DB06772,ACH-000617,-27.99
DB04868,DB06772,ACH-000706,-18.33
DB04868,DB06772,ACH-000730,-9.65
DB04868,DB06772,ACH-000768,-2.32
DB04868,DB06772,ACH-000811,-6.75
DB04868,DB06772,ACH-000861,3.82
DB04868,DB06772,ACH-000900,-19.16
DB04868,DB06772,ACH-000969,6.58
DB04868,DB06772,ACH-000997,-30.15
DB04868,DB06772,ACH-001151,-22.05
DB04868,DB06772,ACH-001190,-21.87
DB04868,DB06813,ACH-000002,0.23
DB04868,DB06813,ACH-000019,-17.65
DB04868,DB06813,ACH-000046,-28.53
DB04868,DB06813,ACH-000090,27.36
DB04868,DB06813,ACH-000147,1.63
DB04868,DB06813,ACH-000148,-0.56
DB04868,DB06813,ACH-000273,2.83
DB04868,DB06813,ACH-000425,-14.73
DB04868,DB06813,ACH-000463,-16.63
DB04868,DB06813,ACH-000477,2.4
DB04868,DB06813,ACH-000551,44.28
DB04868,DB06813,ACH-000579,-0.72
DB04868,DB06813,ACH-000615,-15.01
DB04868,DB06813,ACH-000649,77
DB04868,DB06813,ACH-000655,-8.64
DB04868,DB06813,ACH-000706,2.16
DB04868,DB06813,ACH-000730,-18.76
DB04868,DB06813,ACH-000750,-2.03
DB04868,DB06813,ACH-000768,1.81
DB04868,DB06813,ACH-000811,-19.68
DB04868,DB06813,ACH-000861,-3.02
DB04868,DB06813,ACH-000966,-29.59
DB04868,DB06813,ACH-000971,76.04
DB04868,DB06813,ACH-000997,-26.83
DB04868,DB07232,ACH-000008,-1.88
DB04868,DB07232,ACH-000219,10.68
DB04868,DB07232,ACH-000304,-11.47
DB04868,DB07232,ACH-000348,12.75
DB04868,DB07232,ACH-000401,-3.71
DB04868,DB07232,ACH-000425,-3.19
DB04868,DB07232,ACH-000450,-7.29
DB04868,DB07232,ACH-000572,6.55
DB04868,DB07232,ACH-000579,-6.81
DB04868,DB07232,ACH-000614,13.27
DB04868,DB07232,ACH-000615,13.18
DB04868,DB07232,ACH-000644,-0.25
DB04868,DB07232,ACH-000730,-16.7
DB04868,DB07232,ACH-000750,22.23
DB04868,DB07232,ACH-000788,5.55
DB04868,DB07232,ACH-000810,2.56
DB04868,DB07232,ACH-000915,-13.23
DB04868,DB07232,ACH-000968,-4.27
DB04868,DB07232,ACH-000987,6.02
DB04868,DB07232,ACH-001190,11.23
DB04868,DB08828,ACH-000001,-4.94
DB04868,DB08828,ACH-000002,-12.32
DB04868,DB08828,ACH-000008,-9.09
DB04868,DB08828,ACH-000019,5.38
DB04868,DB08828,ACH-000046,0.38
DB04868,DB08828,ACH-000090,10.4
DB04868,DB08828,ACH-000147,0.87
DB04868,DB08828,ACH-000148,-4.74
DB04868,DB08828,ACH-000219,-25.54
DB04868,DB08828,ACH-000232,2.48
DB04868,DB08828,ACH-000273,2.92
DB04868,DB08828,ACH-000288,-3.75
DB04868,DB08828,ACH-000304,-12.62
DB04868,DB08828,ACH-000343,-4.97
DB04868,DB08828,ACH-000348,-15.7
DB04868,DB08828,ACH-000367,2.44
DB04868,DB08828,ACH-000376,-1.17
DB04868,DB08828,ACH-000401,-36.2
DB04868,DB08828,ACH-000428,7.08
DB04868,DB08828,ACH-000433,15.4
DB04868,DB08828,ACH-000450,-8.68
DB04868,DB08828,ACH-000463,12.39
DB04868,DB08828,ACH-000477,3
DB04868,DB08828,ACH-000504,-2.45
DB04868,DB08828,ACH-000551,-2.04
DB04868,DB08828,ACH-000552,-0.31
DB04868,DB08828,ACH-000555,-3.56
DB04868,DB08828,ACH-000572,-6.01
DB04868,DB08828,ACH-000614,-11.97
DB04868,DB08828,ACH-000617,-0.2
DB04868,DB08828,ACH-000644,-33.21
DB04868,DB08828,ACH-000649,1.93
DB04868,DB08828,ACH-000651,-3.55
DB04868,DB08828,ACH-000655,3.42
DB04868,DB08828,ACH-000681,-2.44
DB04868,DB08828,ACH-000696,0.15
DB04868,DB08828,ACH-000706,1.7
DB04868,DB08828,ACH-000750,-58.25
DB04868,DB08828,ACH-000768,4.39
DB04868,DB08828,ACH-000788,-12.02
DB04868,DB08828,ACH-000810,-3.35
DB04868,DB08828,ACH-000811,-0.64
DB04868,DB08828,ACH-000825,1.01
DB04868,DB08828,ACH-000849,3.87
DB04868,DB08828,ACH-000861,1.48
DB04868,DB08828,ACH-000900,-1.01
DB04868,DB08828,ACH-000915,-2.93
DB04868,DB08828,ACH-000966,-1.91
DB04868,DB08828,ACH-000968,-9.39
DB04868,DB08828,ACH-000969,-3.6
DB04868,DB08828,ACH-000971,-0.96
DB04868,DB08828,ACH-000987,5.73
DB04868,DB08828,ACH-000997,-4.63
DB04868,DB08828,ACH-001151,-0.49
DB04868,DB08865,ACH-000001,3.65
DB04868,DB08865,ACH-000002,-23.77
DB04868,DB08865,ACH-000008,-37.55
DB04868,DB08865,ACH-000019,-2.72
DB04868,DB08865,ACH-000046,4.46
DB04868,DB08865,ACH-000090,4.87
DB04868,DB08865,ACH-000147,4.07
DB04868,DB08865,ACH-000148,9.39
DB04868,DB08865,ACH-000219,-30.89
DB04868,DB08865,ACH-000232,3.98
DB04868,DB08865,ACH-000273,1.62
DB04868,DB08865,ACH-000288,-2.56
DB04868,DB08865,ACH-000304,-22.86
DB04868,DB08865,ACH-000343,-4.72
DB04868,DB08865,ACH-000348,-10.68
DB04868,DB08865,ACH-000367,2.39
DB04868,DB08865,ACH-000376,-8.48
DB04868,DB08865,ACH-000401,-21.4
DB04868,DB08865,ACH-000428,0.12
DB04868,DB08865,ACH-000433,6.86
DB04868,DB08865,ACH-000450,-14.46
DB04868,DB08865,ACH-000463,10.48
DB04868,DB08865,ACH-000477,2.01
DB04868,DB08865,ACH-000504,-1.51
DB04868,DB08865,ACH-000551,4.84
DB04868,DB08865,ACH-000552,-3.9
DB04868,DB08865,ACH-000555,-4.78
DB04868,DB08865,ACH-000572,0.07
DB04868,DB08865,ACH-000614,-30.47
DB04868,DB08865,ACH-000617,-0.06
DB04868,DB08865,ACH-000644,-17.45
DB04868,DB08865,ACH-000649,3.74
DB04868,DB08865,ACH-000651,-8.45
DB04868,DB08865,ACH-000655,1.87
DB04868,DB08865,ACH-000681,-9.46
DB04868,DB08865,ACH-000696,-2.65
DB04868,DB08865,ACH-000706,0.49
DB04868,DB08865,ACH-000730,-11.045
DB04868,DB08865,ACH-000768,0.09
DB04868,DB08865,ACH-000788,-9.7
DB04868,DB08865,ACH-000810,-15.77
DB04868,DB08865,ACH-000811,-2.48
DB04868,DB08865,ACH-000825,1.11
DB04868,DB08865,ACH-000849,1.78
DB04868,DB08865,ACH-000861,-0.76
DB04868,DB08865,ACH-000900,-0.72
DB04868,DB08865,ACH-000966,2.88
DB04868,DB08865,ACH-000968,-14.63
DB04868,DB08865,ACH-000969,-1.3
DB04868,DB08865,ACH-000971,-8.48
DB04868,DB08865,ACH-000987,-21.35
DB04868,DB08865,ACH-000997,-5.21
DB04868,DB08865,ACH-001151,-0.11
DB04868,DB08868,ACH-000008,-34.24
DB04868,DB08868,ACH-000219,15.32
DB04868,DB08868,ACH-000304,-32.27
DB04868,DB08868,ACH-000348,5.63
DB04868,DB08868,ACH-000401,-3.99
DB04868,DB08868,ACH-000425,-16.56
DB04868,DB08868,ACH-000450,0.63
DB04868,DB08868,ACH-000572,-25.85
DB04868,DB08868,ACH-000579,4.69
DB04868,DB08868,ACH-000614,-17.85
DB04868,DB08868,ACH-000615,-35.96
DB04868,DB08868,ACH-000644,-11.34
DB04868,DB08868,ACH-000730,-4.06
DB04868,DB08868,ACH-000750,-6.09
DB04868,DB08868,ACH-000788,-33.16
DB04868,DB08868,ACH-000810,-34.71
DB04868,DB08868,ACH-000915,-33.55
DB04868,DB08868,ACH-000968,3.23
DB04868,DB08868,ACH-000987,-16.29
DB04868,DB08868,ACH-001190,-10.33
DB04868,DB08877,ACH-000001,2.31
DB04868,DB08877,ACH-000002,-9.9
DB04868,DB08877,ACH-000008,-29.76
DB04868,DB08877,ACH-000019,5.09
DB04868,DB08877,ACH-000046,-1.48
DB04868,DB08877,ACH-000090,10.27
DB04868,DB08877,ACH-000147,5.02
DB04868,DB08877,ACH-000148,5.47
DB04868,DB08877,ACH-000219,-22.82
DB04868,DB08877,ACH-000232,-0.52
DB04868,DB08877,ACH-000273,-0.05
DB04868,DB08877,ACH-000288,5.12
DB04868,DB08877,ACH-000304,-10.83
DB04868,DB08877,ACH-000343,-2.41
DB04868,DB08877,ACH-000348,6.29
DB04868,DB08877,ACH-000367,-0.42
DB04868,DB08877,ACH-000376,-2.86
DB04868,DB08877,ACH-000401,-36.75
DB04868,DB08877,ACH-000425,-5.61
DB04868,DB08877,ACH-000428,-2.14
DB04868,DB08877,ACH-000433,0.91
DB04868,DB08877,ACH-000450,3.49
DB04868,DB08877,ACH-000463,10.97
DB04868,DB08877,ACH-000477,-1.6
DB04868,DB08877,ACH-000504,-5.26
DB04868,DB08877,ACH-000551,-14.02
DB04868,DB08877,ACH-000552,-3.46
DB04868,DB08877,ACH-000555,-2.68
DB04868,DB08877,ACH-000572,7.06
DB04868,DB08877,ACH-000579,-4.135
DB04868,DB08877,ACH-000614,-7.5
DB04868,DB08877,ACH-000617,0.27
DB04868,DB08877,ACH-000644,-7.03
DB04868,DB08877,ACH-000649,0.14
DB04868,DB08877,ACH-000651,-5.55
DB04868,DB08877,ACH-000655,-2.95
DB04868,DB08877,ACH-000681,-3.1
DB04868,DB08877,ACH-000696,0.5
DB04868,DB08877,ACH-000702,2.59
DB04868,DB08877,ACH-000706,-0.92
DB04868,DB08877,ACH-000750,-1.36
DB04868,DB08877,ACH-000768,-3.74
DB04868,DB08877,ACH-000788,-5.91
DB04868,DB08877,ACH-000810,-12.2
DB04868,DB08877,ACH-000811,1.11
DB04868,DB08877,ACH-000825,1.49
DB04868,DB08877,ACH-000849,6.15
DB04868,DB08877,ACH-000861,-0.34
DB04868,DB08877,ACH-000900,-1.27
DB04868,DB08877,ACH-000915,-9.87
DB04868,DB08877,ACH-000966,0.03
DB04868,DB08877,ACH-000968,5.76
DB04868,DB08877,ACH-000969,-2.79
DB04868,DB08877,ACH-000971,-6.87
DB04868,DB08877,ACH-000987,16.42
DB04868,DB08877,ACH-000997,-12.67
DB04868,DB08877,ACH-001151,-7.68
DB04868,DB08881,ACH-000001,-0.26
DB04868,DB08881,ACH-000002,-22.08
DB04868,DB08881,ACH-000019,5.19
DB04868,DB08881,ACH-000046,6.34
DB04868,DB08881,ACH-000090,7.44
DB04868,DB08881,ACH-000147,4.77
DB04868,DB08881,ACH-000148,-0.8
DB04868,DB08881,ACH-000232,4.95
DB04868,DB08881,ACH-000273,5.66
DB04868,DB08881,ACH-000288,-1.53
DB04868,DB08881,ACH-000343,-4.91
DB04868,DB08881,ACH-000367,-0.23
DB04868,DB08881,ACH-000376,1.53
DB04868,DB08881,ACH-000425,-1.84
DB04868,DB08881,ACH-000428,5.15
DB04868,DB08881,ACH-000433,14.19
DB04868,DB08881,ACH-000463,18.69
DB04868,DB08881,ACH-000477,-4.71
DB04868,DB08881,ACH-000504,-0.55
DB04868,DB08881,ACH-000552,-5.01
DB04868,DB08881,ACH-000555,-2.73
DB04868,DB08881,ACH-000579,-1.9
DB04868,DB08881,ACH-000615,-2.68
DB04868,DB08881,ACH-000649,3.16
DB04868,DB08881,ACH-000655,1.49
DB04868,DB08881,ACH-000681,-3.04
DB04868,DB08881,ACH-000730,-5.88
DB04868,DB08881,ACH-000768,-0.8
DB04868,DB08881,ACH-000811,0.39
DB04868,DB08881,ACH-000825,1.67
DB04868,DB08881,ACH-000849,3.17
DB04868,DB08881,ACH-000861,3.25
DB04868,DB08881,ACH-000900,-2.41
DB04868,DB08881,ACH-000966,-0.68
DB04868,DB08881,ACH-000969,-17.68
DB04868,DB08881,ACH-000971,0.65
DB04868,DB08881,ACH-000997,-7.17
DB04868,DB08881,ACH-001151,-5.11
DB04868,DB08881,ACH-001190,6.6
DB04868,DB09073,ACH-000008,3.43
DB04868,DB09073,ACH-000219,-7.49
DB04868,DB09073,ACH-000304,-20.66
DB04868,DB09073,ACH-000348,19.6
DB04868,DB09073,ACH-000401,-18.91
DB04868,DB09073,ACH-000425,14.6
DB04868,DB09073,ACH-000450,-9.32
DB04868,DB09073,ACH-000572,-11.27
DB04868,DB09073,ACH-000579,8.02
DB04868,DB09073,ACH-000614,-5.43
DB04868,DB09073,ACH-000615,-34.22
DB04868,DB09073,ACH-000644,13.27
DB04868,DB09073,ACH-000730,-13.95
DB04868,DB09073,ACH-000750,-18.79
DB04868,DB09073,ACH-000788,-13.12
DB04868,DB09073,ACH-000810,24.41
DB04868,DB09073,ACH-000915,10.68
DB04868,DB09073,ACH-000968,-15
DB04868,DB09073,ACH-000987,6.86
DB04868,DB09073,ACH-001190,-2.59
DB04884,DB08877,ACH-000702,-11.32
DB04946,DB08877,ACH-000702,-23.45
DB04953,DB08877,ACH-000702,-20.22
DB05015,DB08881,ACH-000219,5.19333333333333
DB05015,DB08881,ACH-000304,20.9633333333333
DB05219,DB08877,ACH-000702,-23.82
DB05294,DB05812,ACH-000001,-4.42
DB05294,DB05812,ACH-000046,-12.765
DB05294,DB05812,ACH-000090,-5.745
DB05294,DB05812,ACH-000232,2.37
DB05294,DB05812,ACH-000288,4.425
DB05294,DB05812,ACH-000343,-2.665
DB05294,DB05812,ACH-000477,3.085
DB05294,DB05812,ACH-000504,-3.61
DB05294,DB05812,ACH-000555,-9.93
DB05294,DB05812,ACH-000579,7.265
DB05294,DB05812,ACH-000615,2.335
DB05294,DB05812,ACH-000651,-1.81
DB05294,DB05812,ACH-000706,-6.105
DB05294,DB05812,ACH-000811,-11.33
DB05294,DB05812,ACH-000849,4.45
DB05294,DB05812,ACH-000900,3.07
DB05294,DB05812,ACH-000966,-20.975
DB05294,DB05812,ACH-000969,-7.52
DB05294,DB06233,ACH-000097,-15.92
DB05294,DB06233,ACH-000349,-1.56
DB05294,DB06233,ACH-000568,-19.21
DB05294,DB06233,ACH-000759,4.19
DB05294,DB06233,ACH-000927,27.72
DB05294,DB06233,ACH-000934,13.3
DB05294,DB06287,ACH-000097,-14.98
DB05294,DB06287,ACH-000349,-3.52
DB05294,DB06287,ACH-000568,-18.65
DB05294,DB06287,ACH-000759,7.8
DB05294,DB06287,ACH-000927,22.03
DB05294,DB06287,ACH-000934,15.33
DB05294,DB06448,ACH-000097,-7.3
DB05294,DB06448,ACH-000349,-12.13
DB05294,DB06448,ACH-000568,-3.73
DB05294,DB06448,ACH-000759,-11.74
DB05294,DB06448,ACH-000927,-3.96
DB05294,DB06448,ACH-000934,-7.16
DB05294,DB06626,ACH-000001,-6.155
DB05294,DB06626,ACH-000002,-4.95
DB05294,DB06626,ACH-000090,-5.64
DB05294,DB06626,ACH-000273,3.38
DB05294,DB06626,ACH-000288,3.85
DB05294,DB06626,ACH-000367,3.46
DB05294,DB06626,ACH-000428,-4.44
DB05294,DB06626,ACH-000463,-0.82
DB05294,DB06626,ACH-000477,2.79
