drugbank_id,drug_name,drug_FDA,atc_code
DB13941,Piperaquine,approved,P01BF07
DB13941,Piperaquine,approved,P01BX02
DB13941,Piperaquine,approved,P01BF05
DB13943,Testosterone cypionate,approved,
DB13944,Testosterone enanthate,approved,
DB13946,Testosterone undecanoate,approved,
DB13947,Testosterone enantate benzilic acid hydrazone,approved,
DB13948,"N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",experimental,
DB13949,Ferric cation,approved,
DB13950,WIN 55212-2,experimental,
DB13951,Stanolone acetate,experimental,
DB13952,Estradiol acetate,approved,
DB13953,Estradiol benzoate,approved,
DB13954,Estradiol cypionate,approved,
DB13955,Estradiol dienanthate,approved,
DB13956,Estradiol valerate,approved,
DB13957,J147,experimental,
DB13958,Trestolone acetate,experimental,
DB13959,Medium-chain triglycerides,approved,
DB13960,Bronopol,approved,
DB13961,Fish oil,approved,
DB13962,Calcium saccharate,approved,
DB13963,"1,2-dichlorobenzene",experimental,
DB13964,Peanut oil,approved,
DB13965,Sarracenia Purpurea,approved,
DB13966,Isopropyl myristate,approved,
DB13967,Patent Blue,approved,V04CX09
DB13968,Plasma protein fraction (human),approved,
DB13969,Quaternium-24,experimental,
DB13970,Dioctyldimonium,approved,
DB13971,Vanadium,approved,
DB13972,Racemethionine,approved,
DB13973,Remestemcel-L,approved,
DB13974,Passiflora incarnata flower,approved,
DB13975,Black cohosh,experimental,G02CX04
DB13976,Sulesomab,approved,V09HA04
DB13977,Potassium carbonate,approved,
DB13978,Selisistat,experimental,
DB13979,Besilesomab,approved,
DB13980,Copper Cu-64,approved,
DB13981,Nomegestrol acetate,approved,
DB13982,Lutetium Lu-177,approved,
DB13983,"5,7,2′-trihydroxy-6,8-dimethoxyflavone",experimental,
DB13984,Cyclopropane,experimental,
DB13985,Lutetium Lu 177 dotatate,approved,
DB13987,Strontium chloride,approved,
DB13988,SB-269970,investigational,
DB13989,Epitizide,experimental,C03EA03
DB13990,Dipropyl-4-hydroxytryptamine,experimental,
DB13991,Pipequaline,experimental,
DB13992,Azintamide,investigational,
DB13993,MRK-409,experimental,
DB13994,AZD-7325,investigational,
DB13995,Ferric pyrophosphate citrate,approved,
DB13996,Magnesium acetate,approved,
DB13997,Baloxavir marboxil,approved,J05AX25
DB13998,Lonoctocog alfa,approved,
DB13999,Moroctocog alfa,approved,
DB14000,Tetraglyme,experimental,
DB14001,alpha-Tocopherol succinate,approved,
DB14002,D-alpha-Tocopherol acetate,approved,
DB14003,alpha-Tocopherol acetate,approved,
DB14004,Tildrakizumab,approved,L04AC17
DB14005,Dimethicone 410,approved,
DB14006,Choline salicylate,approved,N02BA03
DB14007,Pentetic acid,approved,
DB14008,Hispidulin,experimental,
DB14009,Medical Cannabis,experimental,
DB14010,"5-methoxy-N,N-dimethyltryptamine",experimental,
DB14011,Nabiximols,investigational,
DB14012,Burosumab,approved,M05BX05
DB14013,SR-9009,experimental,
DB14014,SR-9011,experimental,
DB14015,Sodium bisulfite,approved,
DB14016,Ox bile extract,approved,
DB14017,H3B-8800,investigational,
DB14018,Bromotheophylline,approved,R03DA20
DB14019,Fosnetupitant,approved,
DB14020,Benzoin,approved,
DB14022,Typhoid vaccine,approved,
DB14025,Clinafloxacin,investigational,
DB14026,Thiosalicylic acid,experimental,
DB14027,Taspoglutide,investigational,
DB14028,Nordazepam,experimental,N05BA16
DB14029,Furafylline,experimental,
DB14030,PZM21,experimental,
DB14031,Tretamine,experimental,
DB14033,Acetyl sulfisoxazole,approved,G01AE10
DB14034,Darglitazone,experimental,
DB14035,Englitazone,experimental,
DB14037,Madecassic acid,experimental,
DB14038,beta-Sitosterol,experimental,
DB14039,Erenumab,approved,N02CD01
DB14040,Eptinezumab,approved,N02CD05
DB14041,Fremanezumab,approved,N02CD03
DB14042,Galcanezumab,approved,N02CD02
DB14043,Palmidrol,experimental,
DB14044,Hopantenic acid,experimental,
DB14045,Cholesteryl chloride,experimental,
DB14046,Dichlorobenzene,approved,
DB14048,Sodium zirconium cyclosilicate,approved,V03AE10
DB14049,Nitrate,experimental,
DB14050,Cannabidivarin,investigational,
DB14051,Malacidin A,experimental,
DB14052,Malacidin B,experimental,
DB14054,Asiatic acid,experimental,
DB14055,(S)-Warfarin,experimental,
DB14056,Nigericin,experimental,
DB14057,Valinomycin,experimental,
DB14058,Basifungin,experimental,
DB14059,SC-236,experimental,
DB14060,NS-398,experimental,
DB14061,Hycanthone,experimental,
DB14062,Concanamycin A,experimental,
DB14063,Dexverapamil,experimental,
DB14064,Emopamil,experimental,
DB14065,Lomerizine,experimental,
DB14066,Tetrandrine,experimental,
DB14067,Dofequidar,experimental,
DB14068,Dexniguldipine,experimental,
DB14069,ONT-093,investigational,
DB14070,HM-30181,experimental,
DB14071,Desmethylsertraline,experimental,
DB14072,Reversin 121,experimental,
DB14073,Gondoic acid,experimental,
DB14074,Icaridin,experimental,
DB14075,Imidurea,approved,
DB14076,"Interleukin-1 alpha, human recombinant",experimental,
DB14077,Magnesium stearate,investigational,
DB14078,Medronic acid,approved,
DB14079,Hydroxybutyloxide,experimental,
DB14080,Acetylcysteine magnesium,experimental,
DB14081,Asiaticoside,experimental,
DB14082,Betiatide,approved,
DB14083,Bisphenol A diglycidyl ether,approved,
DB14084,Butylparaben,approved,
DB14085,Cadmium,experimental,
DB14086,Cianidanol,approved,
DB14087,Morrhuic acid,experimental,
DB14088,Osbond acid,experimental,
DB14089,Dimercaptosuccinic acid,approved,
DB14090,Dimethyl sulfone,experimental,
DB14091,Carbomer homopolymer type C,experimental,
DB14092,8-epi-Cyanocobalamin,experimental,
DB14093,"(1,2,6,7-3H)Testosterone",experimental,
DB14094,Tocopherylquinone,experimental,
DB14096,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",approved,
DB14097,13-cis-12-(3'-Carboxyphenyl)retinoic acid,experimental,
DB14098,Cobalamin,experimental,
DB14099,"1,2-Distearoyllecithin",approved,
DB14100,Pork collagen,approved,
DB14101,Soy isoflavones,approved,
DB14102,Triethylhexanoin,experimental,
DB14103,Methionine sulfoximine,experimental,
DB14104,Linoleic acid,approved,
DB14105,"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",approved,
DB14106,Tetrakis(2-methoxyisobutylisocyanide)copper(I) tetrafluoroborate,approved,
DB14107,7-Aminodesacetoxycephalosporanic acid,experimental,
DB14108,"1,2-Hexanediol",experimental,
DB14109,alpha-Arbutin,approved,
DB14110,Butylene glycol,approved,
DB14111,Ceramide NP,experimental,
DB14112,Human vaccinia virus immune globulin,approved,
DB14113,Black widow spider antivenin (equine),approved,
DB14114,Viper antivenom,approved,
DB14115,Human botulinum neurotoxin A/B immune globulin,approved,
DB14116,Silodrate,approved,
DB14117,Silica dimethyl silylate,experimental,
DB14119,Phytosphingosine,experimental,
DB14120,Phenylethyl resorcinol,approved,
DB14121,Parasorbic acid,experimental,
DB14122,Dihydroxymethoxychalcone,experimental,
DB14123,Menthol,approved,
DB14124,Cyclomethicone,experimental,
DB14125,Benazeprilat,experimental,
DB14126,Tenofovir,experimental,
DB14127,Sacubitrilat,experimental,
DB14128,Nadide,experimental,
DB14129,Macelignan,experimental,
DB14130,Methyl salicylate 2-ethylbutyrate,experimental,
DB14131,Basic Fibroblast Growth Factor,investigational,
DB14132,8-chlorotheophylline,experimental,
DB14134,Octyldodecanol,experimental,
DB14135,Hypochlorous acid,experimental,
DB14136,(-)-menthol 1-propylene glycol carbonate,experimental,
DB14137,Palmitoyl tetrapeptide-7,experimental,
DB14138,Silicic acid,experimental,
DB14139,Hydroxyethyl ethylcellulose,approved,
DB14140,Dipropylene glycol,experimental,
DB14141,p-Phenylenediamine,approved,
DB14142,Methoxy PEG-12 retinamide,experimental,
DB14143,Distearyldimonium,approved,
DB14144,p-Aminophenol,experimental,
DB14145,Nepidermin,experimental,
DB14146,Loxicodegol,investigational,
DB14148,Human albumin microspheres,approved,
DB14149,Glyceryl stearate SE,experimental,
DB14150,Chloric acid,approved,
DB14151,Phosphorus,approved,
DB14152,Ginsenosides,experimental,
DB14153,Polysorbate 60,experimental,
DB14154,Gold,experimental,
DB14155,Chitosan low molecular weight (20-200 mpa.s),experimental,
DB14156,Synthetic camphor,approved,
DB14157,Hydrogenated soybean lecithin,experimental,
DB14158,Microcrystalline cellulose,approved,
DB14159,Oxidronic acid,approved,
DB14160,Titanium,experimental,
DB14161,"Lecithin, soybean",experimental,
DB14162,Northern bluefin tuna,approved,
DB14163,Anthoxanthum odoratum,approved,
DB14164,Betula lenta whole,approved,
DB14165,Culex pipiens,approved,
DB14166,Rumex acetosella whole,approved,
DB14167,Rumex crispus top,approved,
DB14168,Sarocladium strictum,approved,
DB14169,Salix nigra bark,approved,
DB14170,Artemisia vulgaris root,approved,
DB14171,Penicillium glaucum,approved,
DB14172,Evernia prunastri,approved,
DB14173,Diazolidinylurea,approved,
DB14174,Dipentamethylenethiuram disulfide,approved,
DB14175,alpha-Amyl cinnamaldehyde,approved,
DB14176,Benzylparaben,approved,
DB14177,Propylparaben,approved,
DB14178,Tetramethylthiuram monosulfide,approved,
DB14179,Phleum pratense top,approved,
DB14180,Nickel sulfate,approved,
DB14181,Lanolin alcohols,approved,
DB14182,Dichromate,approved,
DB14183,Geraniol,approved,
DB14184,Cinnamaldehyde,approved,
DB14185,Aripiprazole lauroxil,approved,
DB14186,Cinnamyl alcohol,approved,
DB14187,Hydroxycitronellal,approved,
DB14188,Isoeugenol,approved,
DB14189,Ethylenediamine,approved,
DB14190,p-tert-Butylphenol-formaldehyde resin (low molecular weight),approved,
DB14191,Diphenylguanidine,approved,
DB14192,"N,N'-diphenyl-1,4-phenylenediamine",approved,
DB14193,Ditiocarb zinc,approved,C05AX04
DB14194,Zinc dibutyldithiocarbamate,approved,C05AX04
DB14195,4-(Isopropylamino)diphenylamine,approved,
DB14196,"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",approved,
DB14197,Methylchloroisothiazolinone,approved,
DB14198,Quaternium-15,approved,
DB14199,Bromothalonil,approved,
DB14200,Thiohexam,approved,
DB14201,"2,2'-Dibenzothiazyl disulfide",approved,
DB14202,Morpholinylmercaptobenzothiazole,approved,
DB14203,Disperse Blue 106,approved,
DB14204,Nickel cation,experimental,
DB14205,Cobaltous cation,experimental,
DB14206,Cobalt chloride,approved,
DB14207,Fosinoprilat,experimental,
DB14208,Ramiprilat,experimental,
DB14209,Trandolaprilat,experimental,
DB14210,Moexiprilat,experimental,
DB14211,Fanolesomab,approved,
DB14212,Methylparaben,approved,
DB14213,Perindoprilat,experimental,
DB14214,Rose bengal lactone,experimental,
DB14217,Quinaprilat,experimental,
DB14218,Telotristat,experimental,A16AX15
DB14219,Monomethyl fumarate,approved,
DB14221,Beclomethasone 17-monopropionate,experimental,
DB14222,Bifidobacterium longum infantis,approved,
DB14223,Clostridium botulinum,experimental,
DB14224,Lactobacillus reuteri,experimental,
DB14225,Enterococcus faecium,experimental,
DB14226,Lactobacillus helveticus,experimental,
DB14227,Technetium Tc-99m,experimental,
DB14228,Threonic acid,experimental,
DB14229,Lowbush blueberry,experimental,
DB14230,Albumin Aggregated,approved,
DB14231,Quinoline Yellow WS,experimental,
DB14232,Deacetylbisacodyl,experimental,
DB14233,Egg phospholipids,approved,
DB14234,Sus scrofa stomach,experimental,
DB14235,Bilberry,approved,
DB14236,Aloe vera leaf polysaccharides,experimental,
DB14237,Echinacea angustifolia root,approved,
DB14238,Echinacea purpurea flowering top,approved,
DB14239,Echinacea purpurea,approved,
DB14240,Echinacea,approved,
DB14241,"Caviar, unspecified",approved,
DB14242,Honey,approved,
DB14243,Sus scrofa placenta,experimental,
DB14244,Garden snail mucin,experimental,
DB14245,"Snail, unspecified",approved,
DB14246,"Marine collagen, soluble",experimental,
DB14247,Moschus berezovskii musk sac resin,experimental,
DB14248,Bos taurus gallstone,experimental,
DB14249,Pearl (hyriopsis cumingii),experimental,
DB14250,Royal jelly,experimental,
DB14251,Ostrea edulis shell,experimental,
DB14252,Jojoba oil,approved,
DB14253,Avena sativa flowering top,approved,
DB14254,Aloe vera flower,approved,
DB14255,Angelica dahurica root,experimental,
DB14256,Centella asiatica,approved,
DB14257,Aloe ferox leaf,approved,
DB14258,Elm,approved,
DB14259,Eucommia ulmoides bark,experimental,
DB14260,Stypocaulon scoparium,experimental,
DB14261,Panax ginseng fruit,experimental,
DB14262,Bird pepper,approved,
DB14263,Calendula officinalis flower,approved,
DB14264,Maclura tricuspidata whole,experimental,
DB14265,Momordica charantia fruit,experimental,
DB14266,Tribulus terrestris root,experimental,
DB14267,Rumex crispus whole,approved,
DB14268,Swertia japonica whole flowering,experimental,
DB14269,Nardostachys chinensis whole,experimental,
DB14270,Simmondsia chinensis seed,experimental,
DB14271,Morus alba root bark,experimental,
DB14272,Rosemary,experimental,
DB14273,Ocimum tenuiflorum top,approved,
DB14274,Salix alba bark,approved,
DB14275,Indian frankincense,approved,
DB14276,Turmeric,approved,
DB14277,Tripterygium wilfordii whole,experimental,
DB14278,Carthamus tinctorius flower bud,approved,
DB14279,Corydalis ambigua tuber,approved,
DB14280,Lonicera caprifolium flower,approved,
DB14281,Lagerstroemia indica whole,experimental,
DB14282,Phellinus linteus mycelium,experimental,
DB14283,Angelica archangelica root,approved,
DB14284,Panax ginseng whole,experimental,
DB14285,Ginkgo biloba leaf oil,experimental,
DB14286,Panax ginseng root oil,experimental,
DB14287,Trametes versicolor fruiting body,experimental,
DB14288,Kaempferia galanga root,approved,
DB14289,Larix sibirica wood,approved,
DB14290,Rehmannia glutinosa root,experimental,
DB14291,Wormwood,approved,
DB14292,Acorus calamus root,experimental,
DB14293,Eutrema japonicum whole,experimental,
DB14294,Styphnolobium japonicum flower bud,experimental,
DB14295,Reynoutria multiflora root,experimental,
DB14296,Panax quinquefolius whole,experimental,
DB14297,Arnica montana,experimental,
DB14298,Gambir,experimental,
DB14299,Mucuna pruriens seed,experimental,
DB14300,Erythroxylum catuaba bark,experimental,
DB14301,Epimedium grandiflorum top,experimental,
DB14302,Turnera diffusa leaf,experimental,
DB14303,Eleuthero,approved,
DB14304,Panax notoginseng root,experimental,
DB14305,Tribulus terrestris fruit,experimental,
DB14306,Juglans regia shell,experimental,
DB14307,Green tea leaf,experimental,
DB14308,Camellia japonica seed oil,experimental,
DB14309,Meadowfoam seed oil,experimental,
DB14310,Argan oil,experimental,
DB14311,Shea butter,experimental,
DB14312,Glycyrrhiza glabra,approved,
DB14313,Lawsonia inermis leaf,experimental,
DB14314,Indigofera tinctoria leaf,experimental,
DB14315,Calendula officinalis whole,experimental,
DB14316,Tangerine peel,experimental,
DB14317,Pomegranate,experimental,
DB14318,Macadamia seed oil glycereth-8 esters,experimental,
DB14319,Magnolia kobus flowering top,experimental,
DB14320,Eucalyptus globulus leaf,approved,
DB14321,Bambusa vulgaris top,experimental,
DB14322,Coconut oil,experimental,
DB14323,Grape seed oil,experimental,
DB14324,Apricot kernel oil,approved,
DB14325,Schisandra chinensis fruit,experimental,
DB14326,Amber,experimental,
DB14327,Purslane,approved,
DB14328,Chamaemelum nobile flower,experimental,
DB14329,Sunflower oil,experimental,
DB14330,Macadamia oil,experimental,
DB14331,Heterotheca inuloides flower,approved,
DB14332,Inonotus obliquus fruiting body,approved,
DB14333,Nelumbo nucifera flower,approved,
DB14334,Hydrogenated coconut oil,experimental,
DB14335,Bergamot oil,experimental,
DB14336,Angelica sinensis root,experimental,
DB14337,Salvia miltiorrhiza root,experimental,
DB14338,Atractylodes lancea root oil,approved,
DB14339,Scutellaria lateriflora,approved,
DB14340,Prunus armeniaca seed,experimental,
DB14341,Chamaecyparis obtusa wood oil,experimental,
DB14342,Taraxacum officinale leaf,experimental,
DB14343,Arnica montana flower,approved,
DB14344,Lonicera confusa flower,experimental,
DB14345,Forsythia suspensa fruit,experimental,
DB14346,Mentha arvensis top,experimental,
DB14347,Platycodon grandiflorus root,experimental,
DB14348,Citrus junos fruit,experimental,
DB14349,Equisetum arvense top,approved,
DB14350,Inula helenium root,approved,
DB14351,Usnea barbata,approved,
DB14352,Azadirachta indica leaf,approved,
DB14353,Zanthoxylum clava-herculis whole,approved,
DB14354,Salix alba bark volatile oil,experimental,
DB14355,Apple fruit oil,experimental,
DB14356,Platycodon grandiflorus leaf,experimental,
DB14357,Chamomile,approved,
DB14358,Tribulus terrestris,experimental,
DB14359,Tremella fuciformis whole,experimental,
DB14360,Saw palmetto,approved,
DB14361,Rice bran,approved,
DB14362,Moringa oleifera leaf,experimental,
DB14363,Rosa centifolia flower oil,experimental,
DB14364,Scutellaria baicalensis root,experimental,
DB14365,Garcinia gummi-gutta fruit,experimental,
DB14366,Ilex paraguariensis leaf,experimental,
DB14367,Chondrus crispus,experimental,
DB14368,Capsicum annuum whole,experimental,
DB14369,Typhonium giganteum whole,experimental,
DB14370,Phellodendron amurense bark,experimental,
DB14371,Mangostin,experimental,
DB14372,Melaleuca alternifolia leaf,experimental,
DB14373,Quercus acutissima whole,experimental,
DB14374,Pumice,experimental,
DB14375,Milk thistle,approved,
DB14376,Chicory leaf,experimental,
DB14377,Palm oil,experimental,
DB14378,Camphor leaf oil,experimental,
DB14379,Zanthoxylum clava-herculis bark,experimental,
DB14382,Influenza A virus A/California/7/2009 (H1N1)-like hemagglutinin antigen (formaldehyde inactivated),approved,
DB14383,Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14384,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14385,Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),approved,
DB14386,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14387,Influenza B virus B/Texas/6/2011 hemagglutinin antigen (formaldehyde inactivated),approved,
DB14388,Bordetella pertussis toxoid antigen (formaldehyde inactivated),approved,
DB14389,Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14390,Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (formaldehyde inactivated),approved,
DB14391,Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) hemagglutinin antigen (propiolactone inactivated),approved,
DB14392,Influenza A virus A/Texas/50/2012 X-223 (H3N2) hemagglutinin antigen (propiolactone inactivated),approved,
DB14393,Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (propiolactone inactivated),approved,
DB14394,Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen,approved,
DB14395,Influenza A virus A/Victoria/361/2011 (H3N2) live (attenuated) antigen,approved,
DB14396,Influenza B virus B/Wisconsin/1/2010 live (attenuated) antigen,approved,
DB14397,Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (formaldehyde inactivated),approved,
DB14398,"Influenza A virus A/Brisbane/10/2010 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14399,"Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14400,"Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14401,Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (propiolactone inactivated),approved,
DB14402,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (propiolactone inactivated),approved,
DB14403,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (propiolactone inactivated),approved,
DB14404,Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14405,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14406,Influenza B virus B/Brisbane/9/2014 hemagglutinin antigen (formaldehyde inactivated),approved,
DB14407,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (formaldehyde inactivated),approved,
DB14408,Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) hemagglutinin antigen (propiolactone inactivated),approved,
DB14409,Human adenovirus e serotype 4 strain cl-68578 antigen,approved,
DB14410,Human adenovirus b serotype 7,approved,
DB14411,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (propiolactone inactivated),approved,
DB14412,Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 hemagglutinin antigen (propiolactone inactivated),approved,
DB14413,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14414,"Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14415,"Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14416,"Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14417,Influenza A virus A/Hong Kong/4801/2014 (H3N2) recombinant hemagglutinin antigen,approved,
DB14418,Influenza B virus B/Brisbane/60/2008 recombinant hemagglutinin antigen,approved,
DB14419,Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14420,"Influenza A virus A/South Australia/55/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14421,"Influenza B virus B/Utah/9/2014 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14422,Influenza A virus A/Michigan/45/2015 X-275 (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14423,Influenza A virus A/Michigan/45/2015 (H1N1) recombinant hemagglutinin antigen,approved,
DB14424,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (propiolactone inactivated),approved,
DB14425,Influenza A virus A/Slovenia/2903/2015 (H1N1) live (attenuated) antigen,approved,
DB14426,Influenza A virus A/New caledonia/71/2014 (H3N2) live (attenuated) antigen,approved,
DB14427,Neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen,approved,
DB14428,Neisseria meningitidis group c capsular oligosaccharide diphtheria crm197 protein conjugate antigen,approved,
DB14429,Neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen,approved,
DB14430,Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen,approved,
DB14431,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (propiolactone inactivated),approved,
DB14432,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14433,"Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14434,"Influenza A virus A/Singapore/gp2050/2015 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14435,"Influenza B virus B/Hong Kong/259/2010 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14436,"Influenza A virus A/Hong Kong/4801/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14437,"Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14438,"Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14439,"Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14440,Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) hemagglutinin antigen (propiolactone inactivated),approved,
DB14441,Influenza B virus B/Brisbane/46/2015 hemagglutinin antigen (propiolactone inactivated),approved,
DB14442,Influenza B virus B/Phuket/3073/2013 BVR-1B hemagglutinin antigen (propiolactone inactivated),approved,
DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,approved,
DB14444,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),approved,
DB14445,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated),approved,
DB14446,Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen,approved,
DB14447,Influenza A virus A/Uruguay/716/2007(H3N2) live (attenuated) antigen,approved,
DB14449,Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen,approved,
DB14450,Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (formaldehyde inactivated),approved,
DB14451,Influenza B virus B/Texas/6/2011 antigen (formaldehyde inactivated),approved,
DB14452,Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (formaldehyde inactivated),approved,
DB14453,Influenza B virus B/Massachusetts/2/2012 antigen (formaldehyde inactivated),approved,
DB14454,Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (formaldehyde inactivated),approved,
DB14455,Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (formaldehyde inactivated),approved,
DB14456,Influenza B virus B/Brisbane/9/2014 antigen (formaldehyde inactivated),approved,
DB14457,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (formaldehyde inactivated),approved,
DB14458,Influenza A virus A/Michigan/45/2015 X-275 (H1N1) antigen (formaldehyde inactivated),approved,
DB14459,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (propiolactone inactivated),approved,
DB14460,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (propiolactone inactivated),approved,
DB14461,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (formaldehyde inactivated),approved,
DB14462,"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14463,"Influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14464,"Influenza B virus B/Hong Kong/259/2010 antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14465,"Influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14466,"Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (UV, formaldehyde inactivated)",approved,
DB14467,"Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (UV, formaldehyde inactivated)",approved,
DB14468,Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) antigen (propiolactone inactivated),approved,
DB14469,Influenza B virus B/Brisbane/46/2015 antigen (propiolactone inactivated),approved,
DB14470,Influenza B virus B/Phuket/3073/2013 BVR-1B antigen (propiolactone inactivated),approved,
DB14471,2-Ethylhexyl 4-phenylbenzophenone-2'-carboxylate,experimental,
DB14472,Insulin-like growth factor II,experimental,
DB14473,Beroctocog alfa,approved,
DB14474,Sorbitan,experimental,
DB14475,L-Lactic acid,approved,
DB14476,DL-alpha-Tocopherol,approved,
DB14477,DL-alpha tocopheryl acetate,approved,
DB14478,Povidone K30,approved,
DB14479,Acetylcysteine zinc,experimental,
DB14480,Acetylcysteine amide,experimental,
DB14481,Calcium phosphate dihydrate,approved,
DB14482,Sodium ascorbate,approved,
DB14483,Calcium ascorbate,approved,
DB14484,Magnesium ascorbate,approved,
DB14485,Zinc ascorbate,approved,C05AX04
DB14486,Niacinamide ascorbate,approved,
DB14487,Zinc acetate,approved,C05AX04
DB14487,Zinc acetate,approved,A16AX05
DB14488,Ferrous gluconate,approved,B03AD05
DB14488,Ferrous gluconate,approved,B03AA03
