drugbank_id,drug_name,type,drug_FDA,uniprot_id,target_name,gene_name
DB12010,Fostamatinib,small molecule,approved,P46734,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3
DB12010,Fostamatinib,small molecule,approved,Q13163,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K5
DB12010,Fostamatinib,small molecule,approved,P52564,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6
DB12010,Fostamatinib,small molecule,approved,Q13233,Mitogen-activated protein kinase kinase kinase 1,MAP3K1
DB12010,Fostamatinib,small molecule,approved,Q02779,Mitogen-activated protein kinase kinase kinase 10,MAP3K10
DB12010,Fostamatinib,small molecule,approved,Q16584,Mitogen-activated protein kinase kinase kinase 11,MAP3K11
DB12010,Fostamatinib,small molecule,approved,Q12852,Mitogen-activated protein kinase kinase kinase 12,MAP3K12
DB12010,Fostamatinib,small molecule,approved,O43283,Mitogen-activated protein kinase kinase kinase 13,MAP3K13
DB12010,Fostamatinib,small molecule,approved,Q6ZN16,Mitogen-activated protein kinase kinase kinase 15,MAP3K15
DB12010,Fostamatinib,small molecule,approved,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,MAP3K2
DB12010,Fostamatinib,small molecule,approved,Q99759,Mitogen-activated protein kinase kinase kinase 3,MAP3K3
DB12010,Fostamatinib,small molecule,approved,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4,MAP3K4
DB12010,Fostamatinib,small molecule,approved,O95382,Mitogen-activated protein kinase kinase kinase 6,MAP3K6
DB12010,Fostamatinib,small molecule,approved,P80192,Mitogen-activated protein kinase kinase kinase 9,MAP3K9
DB12010,Fostamatinib,small molecule,approved,Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,MAP4K1
DB12010,Fostamatinib,small molecule,approved,Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,MAP4K2
DB12010,Fostamatinib,small molecule,approved,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3
DB12010,Fostamatinib,small molecule,approved,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4
DB12010,Fostamatinib,small molecule,approved,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5
DB12010,Fostamatinib,small molecule,approved,P53779,Mitogen-activated protein kinase 10,MAPK10
DB12010,Fostamatinib,small molecule,approved,O15264,Mitogen-activated protein kinase 13,MAPK13
DB12010,Fostamatinib,small molecule,approved,Q16539,Mitogen-activated protein kinase 14,MAPK14
DB12010,Fostamatinib,small molecule,approved,Q8TD08,Mitogen-activated protein kinase 15,MAPK15
DB12010,Fostamatinib,small molecule,approved,P31152,Mitogen-activated protein kinase 4,MAPK4
DB12010,Fostamatinib,small molecule,approved,Q13164,Mitogen-activated protein kinase 7,MAPK7
DB12010,Fostamatinib,small molecule,approved,P45984,Mitogen-activated protein kinase 9,MAPK9
DB12010,Fostamatinib,small molecule,approved,Q8IW41,MAP kinase-activated protein kinase 5,MAPKAPK5
DB12010,Fostamatinib,small molecule,approved,Q9P0L2,Serine/threonine-protein kinase MARK1,MARK1
DB12010,Fostamatinib,small molecule,approved,Q7KZI7,Serine/threonine-protein kinase MARK2,MARK2
DB12010,Fostamatinib,small molecule,approved,P27448,MAP/microtubule affinity-regulating kinase 3,MARK3
DB12010,Fostamatinib,small molecule,approved,Q96L34,MAP/microtubule affinity-regulating kinase 4,MARK4
DB12010,Fostamatinib,small molecule,approved,Q7Z460,CLIP-associating protein 1,CLASP1
DB12010,Fostamatinib,small molecule,approved,Q9Y2H9,Microtubule-associated serine/threonine-protein kinase 1,MAST1
DB12010,Fostamatinib,small molecule,approved,P42679,Megakaryocyte-associated tyrosine-protein kinase,MATK
DB12010,Fostamatinib,small molecule,approved,Q14680,Maternal embryonic leucine zipper kinase,MELK
DB12010,Fostamatinib,small molecule,approved,Q12866,Tyrosine-protein kinase Mer,MERTK
DB12010,Fostamatinib,small molecule,approved,Q8N4C8,Misshapen-like kinase 1,MINK1
DB12010,Fostamatinib,small molecule,approved,Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1,MKNK1
DB12010,Fostamatinib,small molecule,approved,Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2,MKNK2
DB12010,Fostamatinib,small molecule,approved,Q04912,Macrophage-stimulating protein receptor,MST1R
DB12010,Fostamatinib,small molecule,approved,O15146,"Muscle, skeletal receptor tyrosine-protein kinase",MUSK
DB12010,Fostamatinib,small molecule,approved,Q15746,"Myosin light chain kinase, smooth muscle",MYLK
DB12010,Fostamatinib,small molecule,approved,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",MYLK2
DB12010,Fostamatinib,small molecule,approved,Q32MK0,Myosin light chain kinase 3,MYLK3
DB12010,Fostamatinib,small molecule,approved,Q86YV6,Myosin light chain kinase family member 4,MYLK4
DB12010,Fostamatinib,small molecule,approved,Q8NEV4,Myosin-IIIa,MYO3A
DB12010,Fostamatinib,small molecule,approved,Q96PY6,Serine/threonine-protein kinase Nek1,NEK1
DB12010,Fostamatinib,small molecule,approved,Q8NG66,Serine/threonine-protein kinase Nek11,NEK11
DB12010,Fostamatinib,small molecule,approved,P51955,Serine/threonine-protein kinase Nek2,NEK2
DB12010,Fostamatinib,small molecule,approved,P51956,Serine/threonine-protein kinase Nek3,NEK3
DB12010,Fostamatinib,small molecule,approved,P51957,Serine/threonine-protein kinase Nek4,NEK4
DB12010,Fostamatinib,small molecule,approved,Q6P3R8,Serine/threonine-protein kinase Nek5,NEK5
DB12010,Fostamatinib,small molecule,approved,Q8TD19,Serine/threonine-protein kinase Nek9,NEK9
DB12010,Fostamatinib,small molecule,approved,P04629,High affinity nerve growth factor receptor,NTRK1
DB12010,Fostamatinib,small molecule,approved,Q16620,BDNF/NT-3 growth factors receptor,NTRK2
DB12010,Fostamatinib,small molecule,approved,Q16288,NT-3 growth factor receptor,NTRK3
DB12010,Fostamatinib,small molecule,approved,O60285,NUAK family SNF1-like kinase 1,NUAK1
DB12010,Fostamatinib,small molecule,approved,Q9H093,NUAK family SNF1-like kinase 2,NUAK2
DB12010,Fostamatinib,small molecule,approved,O95747,Serine/threonine-protein kinase OSR1,OXSR1
DB12010,Fostamatinib,small molecule,approved,Q13153,Serine/threonine-protein kinase PAK 1,PAK1
DB12010,Fostamatinib,small molecule,approved,Q13177,Serine/threonine-protein kinase PAK 2,PAK2
DB12010,Fostamatinib,small molecule,approved,O75914,Serine/threonine-protein kinase PAK 3,PAK3
DB12010,Fostamatinib,small molecule,approved,O96013,Serine/threonine-protein kinase PAK 4,PAK4
DB12010,Fostamatinib,small molecule,approved,Q9NQU5,Serine/threonine-protein kinase PAK 6,PAK6
DB12010,Fostamatinib,small molecule,approved,Q9P286,Serine/threonine-protein kinase PAK 5,PAK5
DB12010,Fostamatinib,small molecule,approved,Q00536,Cyclin-dependent kinase 16,CDK16
DB12010,Fostamatinib,small molecule,approved,Q00537,Cyclin-dependent kinase 17,CDK17
DB12010,Fostamatinib,small molecule,approved,P16234,Platelet-derived growth factor receptor alpha,PDGFRA
DB12010,Fostamatinib,small molecule,approved,P09619,Platelet-derived growth factor receptor beta,PDGFRB
DB12010,Fostamatinib,small molecule,approved,O15530,3-phosphoinositide-dependent protein kinase 1,PDPK1
DB12010,Fostamatinib,small molecule,approved,Q96Q40,Cyclin-dependent kinase 15,CDK15
DB12010,Fostamatinib,small molecule,approved,Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",PHKG1
DB12010,Fostamatinib,small molecule,approved,Q9UBF8,Phosphatidylinositol 4-kinase beta,PI4KB
DB12010,Fostamatinib,small molecule,approved,O00750,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,PIK3C2B
DB12010,Fostamatinib,small molecule,approved,O75747,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,PIK3C2G
DB12010,Fostamatinib,small molecule,approved,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD
DB12010,Fostamatinib,small molecule,approved,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG
DB12010,Fostamatinib,small molecule,approved,P11309,Serine/threonine-protein kinase pim-1,PIM1
DB12010,Fostamatinib,small molecule,approved,Q86V86,Serine/threonine-protein kinase pim-3,PIM3
DB12010,Fostamatinib,small molecule,approved,P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B
DB12010,Fostamatinib,small molecule,approved,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PIP4K2C
DB12010,Fostamatinib,small molecule,approved,Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,PKMYT1
DB12010,Fostamatinib,small molecule,approved,Q16512,Serine/threonine-protein kinase N1,PKN1
DB12010,Fostamatinib,small molecule,approved,Q16513,Serine/threonine-protein kinase N2,PKN2
DB12010,Fostamatinib,small molecule,approved,P53350,Serine/threonine-protein kinase PLK1,PLK1
DB12010,Fostamatinib,small molecule,approved,Q9NYY3,Serine/threonine-protein kinase PLK2,PLK2
DB12010,Fostamatinib,small molecule,approved,Q9H4B4,Serine/threonine-protein kinase PLK3,PLK3
DB12010,Fostamatinib,small molecule,approved,O00444,Serine/threonine-protein kinase PLK4,PLK4
DB12010,Fostamatinib,small molecule,approved,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1
DB12010,Fostamatinib,small molecule,approved,P22694,cAMP-dependent protein kinase catalytic subunit beta,PRKACB
DB12010,Fostamatinib,small molecule,approved,Q05655,Protein kinase C delta type,PRKCD
DB12010,Fostamatinib,small molecule,approved,Q02156,Protein kinase C epsilon type,PRKCE
DB12010,Fostamatinib,small molecule,approved,P05129,Protein kinase C gamma type (PRKCG),PRKCG
DB12010,Fostamatinib,small molecule,approved,P41743,Protein kinase C iota type,PRKCI
DB12010,Fostamatinib,small molecule,approved,Q04759,Protein kinase C theta type,PRKCQ
DB12010,Fostamatinib,small molecule,approved,Q15139,Serine/threonine-protein kinase D1,PRKD1
DB12010,Fostamatinib,small molecule,approved,Q13237,cGMP-dependent protein kinase 2,PRKG2
DB12010,Fostamatinib,small molecule,approved,Q13523,Serine/threonine-protein kinase PRP4 homolog,PRPF4B
DB12010,Fostamatinib,small molecule,approved,Q05397,Focal adhesion kinase 1,PTK2
DB12010,Fostamatinib,small molecule,approved,Q14289,Protein-tyrosine kinase 2-beta,PTK2B
DB12010,Fostamatinib,small molecule,approved,Q13882,Protein-tyrosine kinase 6,PTK6
DB12010,Fostamatinib,small molecule,approved,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1
DB12010,Fostamatinib,small molecule,approved,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,RET
DB12010,Fostamatinib,small molecule,approved,Q9BRS2,Serine/threonine-protein kinase RIO1,RIOK1
DB12010,Fostamatinib,small molecule,approved,Q9BVS4,Serine/threonine-protein kinase RIO2,RIOK2
DB12010,Fostamatinib,small molecule,approved,O14730,Serine/threonine-protein kinase RIO3,RIOK3
DB12010,Fostamatinib,small molecule,approved,Q13546,Receptor-interacting serine/threonine-protein kinase 1,RIPK1
DB12010,Fostamatinib,small molecule,approved,O43353,Receptor-interacting serine/threonine-protein kinase 2,RIPK2
DB12010,Fostamatinib,small molecule,approved,P57078,Receptor-interacting serine/threonine-protein kinase 4,RIPK4
DB12010,Fostamatinib,small molecule,approved,O75116,Rho-associated protein kinase 2,ROCK2
DB12010,Fostamatinib,small molecule,approved,P08922,Proto-oncogene tyrosine-protein kinase ROS,ROS1
DB12010,Fostamatinib,small molecule,approved,Q15418,Ribosomal protein S6 kinase alpha-1,RPS6KA1
DB12010,Fostamatinib,small molecule,approved,P51812,Ribosomal protein S6 kinase alpha-3,RPS6KA3
DB12010,Fostamatinib,small molecule,approved,Q52WX2,Serine/threonine-protein kinase SBK1,SBK1
DB12010,Fostamatinib,small molecule,approved,P0C264,Uncharacterized serine/threonine-protein kinase SBK3,SBK3
DB12010,Fostamatinib,small molecule,approved,Q96BR1,Serine/threonine-protein kinase Sgk3,SGK3
DB12010,Fostamatinib,small molecule,approved,P57059,Serine/threonine-protein kinase SIK1,SIK1
DB12010,Fostamatinib,small molecule,approved,Q9H0K1,Serine/threonine-protein kinase SIK2,SIK2
DB12010,Fostamatinib,small molecule,approved,Q9H2G2,STE20-like serine/threonine-protein kinase,SLK
DB12010,Fostamatinib,small molecule,approved,Q9NRH2,SNF-related serine/threonine-protein kinase,SNRK
DB12010,Fostamatinib,small molecule,approved,P12931,Proto-oncogene tyrosine-protein kinase Src,SRC
DB12010,Fostamatinib,small molecule,approved,Q9H3Y6,Tyrosine-protein kinase Srms,SRMS
DB12010,Fostamatinib,small molecule,approved,O94804,Serine/threonine-protein kinase 10,STK10
DB12010,Fostamatinib,small molecule,approved,O75716,Serine/threonine-protein kinase 16,STK16
DB12010,Fostamatinib,small molecule,approved,Q9UEE5,Serine/threonine-protein kinase 17A,STK17A
DB12010,Fostamatinib,small molecule,approved,O94768,Serine/threonine-protein kinase 17B,STK17B
DB12010,Fostamatinib,small molecule,approved,Q8WU08,Serine/threonine-protein kinase 32A,STK32A
DB12015,Alpelisib,small molecule,approved,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA
DB12016,Ponesimod,small molecule,approved,P21453,Sphingosine 1-phosphate receptor 1,S1PR1
DB12018,Ulocuplumab,biotech,investigational,P61073,C-X-C chemokine receptor type 4,CXCR4
DB12023,Benralizumab,biotech,approved,Q01344,Interleukin-5 receptor subunit alpha,IL5RA
DB12023,Benralizumab,biotech,approved,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A
DB12034,Gantenerumab,biotech,investigational,P05067,Amyloid beta A4 protein,APP
DB12061,Pardoprunox,small molecule,investigational,P14416,Dopamine D2 receptor,DRD2
DB12061,Pardoprunox,small molecule,investigational,P35462,Dopamine D3 receptor,DRD3
DB12061,Pardoprunox,small molecule,investigational,P21917,Dopamine D4 receptor,DRD4
DB12061,Pardoprunox,small molecule,investigational,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB12062,Volasertib,small molecule,investigational,P53350,Serine/threonine-protein kinase PLK1,PLK1
DB12077,Urelumab,biotech,investigational,Q07011,Tumor necrosis factor receptor superfamily member 9,TNFRSF9
DB12093,Tetrahydropalmatine,small molecule,investigational,P21728,Dopamine D1 receptor,DRD1
DB12093,Tetrahydropalmatine,small molecule,investigational,P14416,Dopamine D2 receptor,DRD2
DB12095,Telotristat ethyl,small molecule,approved,Q8IWU9,Tryptophan 5-hydroxylase 2,TPH2
DB12095,Telotristat ethyl,small molecule,approved,P17752,Tryptophan 5-hydroxylase 1,TPH1
DB12098,L-Baclofen,small molecule,investigational,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1
DB12110,m-Chlorophenylpiperazine,small molecule,investigational,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB12114,Poziotinib,small molecule,investigational,P00533,Epidermal growth factor receptor,EGFR
DB12116,Epigallocatechin gallate,small molecule,investigational,P35869,Aryl hydrocarbon receptor,AHR
DB12116,Epigallocatechin gallate,small molecule,investigational,P26358,DNA (cytosine-5)-methyltransferase 1,DNMT1
DB12116,Epigallocatechin gallate,small molecule,investigational,Q86XF0,"Dihydrofolate reductase, mitochondrial",DHFRL1
DB12118,Sotatercept,biotech,investigational,P27037,Activin receptor type-2A,ACVR2A
DB12119,Gevokizumab,biotech,investigational,P01584,Interleukin-1 beta,IL1B
DB12121,Entospletinib,small molecule,investigational,P43405,Tyrosine-protein kinase SYK,SYK
DB12128,Ulimorelin,small molecule,investigational,Q92847,Growth hormone secretagogue receptor type 1,GHSR
DB12129,Tideglusib,small molecule,investigational,P49841,Glycogen synthase kinase-3 beta,GSK3B
DB12130,Lorlatinib,small molecule,approved,Q9UM73,ALK tyrosine kinase receptor,ALK
DB12140,Dilmapimod,small molecule,investigational,P01375,Tumor necrosis factor,TNF
DB12140,Dilmapimod,small molecule,investigational,P01584,Interleukin-1 beta,IL1B
DB12140,Dilmapimod,small molecule,investigational,P05231,Interleukin-6,IL6
DB12141,Gilteritinib,small molecule,approved,P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3
DB12141,Gilteritinib,small molecule,approved,P30530,Tyrosine-protein kinase receptor UFO,AXL
DB12141,Gilteritinib,small molecule,approved,Q9UM73,ALK tyrosine kinase receptor,ALK
DB12147,Erdafitinib,small molecule,approved,P11362,Fibroblast growth factor receptor 1,FGFR1
DB12147,Erdafitinib,small molecule,approved,P21802,Fibroblast growth factor receptor 2,FGFR2
DB12147,Erdafitinib,small molecule,approved,P22607,Fibroblast growth factor receptor 3,FGFR3
DB12147,Erdafitinib,small molecule,approved,P22455,Fibroblast growth factor receptor 4,FGFR4
DB12147,Erdafitinib,small molecule,approved,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,RET
DB12147,Erdafitinib,small molecule,approved,P07333,Macrophage colony-stimulating factor 1 receptor,CSF1R
DB12147,Erdafitinib,small molecule,approved,P16234,Platelet-derived growth factor receptor alpha,PDGFRA
DB12147,Erdafitinib,small molecule,approved,P09619,Platelet-derived growth factor receptor beta,PDGFRB
DB12147,Erdafitinib,small molecule,approved,P10721,Mast/stem cell growth factor receptor Kit,KIT
DB12147,Erdafitinib,small molecule,approved,P35968,Vascular endothelial growth factor receptor 2,KDR
DB12157,Fasinumab,biotech,investigational,P01138,Beta-nerve growth factor,NGF
DB12159,Dupilumab,biotech,approved,P24394,Interleukin-4 receptor subunit alpha,IL4R
DB12159,Dupilumab,biotech,approved,P35225,Interleukin-13,IL13
DB12159,Dupilumab,biotech,approved,P05112,Interleukin-4,IL4
DB12161,Deutetrabenazine,small molecule,approved,Q05940,Synaptic vesicular amine transporter,SLC18A2
DB12163,Sarpogrelate,small molecule,investigational,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB12163,Sarpogrelate,small molecule,investigational,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB12169,Tralokinumab,biotech,approved,P35225,Interleukin-13,IL13
DB12177,Eplivanserin,small molecule,investigational,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB12177,Eplivanserin,small molecule,investigational,P28335,5-hydroxytryptamine receptor 2C,HTR2C
DB12184,Gepirone,small molecule,approved,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB12189,Etrolizumab,biotech,investigational,P26010,Integrin beta-7,ITGB7
DB12191,Obatoclax,small molecule,investigational,P10415,Apoptosis regulator Bcl-2,BCL2
DB12200,Tivantinib,small molecule,investigational,P08581,Hepatocyte growth factor receptor,MET
DB12202,Zalutumumab,biotech,investigational,P00533,Epidermal growth factor receptor,EGFR
DB12218,Capivasertib,small molecule,approved,P31749,RAC-alpha serine/threonine-protein kinase,AKT1
DB12218,Capivasertib,small molecule,approved,P31751,RAC-beta serine/threonine-protein kinase,AKT2
DB12218,Capivasertib,small molecule,approved,Q9Y243,RAC-gamma serine/threonine-protein kinase,AKT3
DB12228,Telcagepant,small molecule,investigational,Q16602,Calcitonin gene-related peptide type 1 receptor,CALCRL
DB12228,Telcagepant,small molecule,investigational,P06881,Calcitonin gene-related peptide 1,CALCA
DB12228,Telcagepant,small molecule,investigational,P10092,Calcitonin gene-related peptide 2,CALCB
DB12235,Estetrol,small molecule,approved,P03372,Estrogen receptor alpha,ESR1
DB12235,Estetrol,small molecule,approved,Q92731,Estrogen receptor beta,ESR2
DB12236,Bexagliflozin,small molecule,approved,P31639,Sodium/glucose cotransporter 2,SLC5A2
DB12239,Balicatib,small molecule,investigational,P43235,Cathepsin K,CTSK
DB12240,Polatuzumab vedotin,biotech,approved,P40259,B-cell antigen receptor complex-associated protein beta chain,CD79B
DB12248,Tulobuterol,small molecule,investigational,P07550,Beta-2 adrenergic receptor,ADRB2
DB12250,Cixutumumab,biotech,investigational,P08069,Insulin-like growth factor 1 receptor,IGF1R
DB12255,Vadadustat,small molecule,approved,Q9GZT9,Egl nine homolog 1,EGLN1
DB12255,Vadadustat,small molecule,approved,Q96KS0,Egl nine homolog 2,EGLN2
DB12255,Vadadustat,small molecule,approved,Q9H6Z9,Egl nine homolog 3,EGLN3
DB12255,Vadadustat,small molecule,approved,Q16665,Hypoxia-inducible factor 1-alpha,HIF1A
DB12255,Vadadustat,small molecule,approved,Q99814,Endothelial PAS domain-containing protein 1,EPAS1
DB12267,Brigatinib,small molecule,approved,Q9UM73,ALK tyrosine kinase receptor,ALK
DB12267,Brigatinib,small molecule,approved,P00533,Epidermal growth factor receptor,EGFR
DB12267,Brigatinib,small molecule,approved,P00519,Tyrosine-protein kinase ABL1,ABL1
DB12267,Brigatinib,small molecule,approved,P08069,Insulin-like growth factor 1 receptor,IGF1R
DB12267,Brigatinib,small molecule,approved,P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3
DB12267,Brigatinib,small molecule,approved,P06213,Insulin receptor,INSR
DB12267,Brigatinib,small molecule,approved,P08581,Hepatocyte growth factor receptor,MET
DB12267,Brigatinib,small molecule,approved,Q15303,Receptor tyrosine-protein kinase erbB-4,ERBB4
DB12267,Brigatinib,small molecule,approved,P04626,Receptor tyrosine-protein kinase erbB-2,ERBB2
DB12271,ORE-1001,small molecule,investigational,P15169,Carboxypeptidase N catalytic chain,CPN1
DB12271,ORE-1001,small molecule,investigational,P22792,Carboxypeptidase N subunit 2,CPN2
DB12274,Aducanumab,biotech,approved,P05067,Amyloid beta A4 protein,APP
DB12278,Propiverine,small molecule,approved,P11229,Muscarinic acetylcholine receptor M1,CHRM1
DB12278,Propiverine,small molecule,approved,P08172,Muscarinic acetylcholine receptor M2,CHRM2
DB12278,Propiverine,small molecule,approved,P20309,Muscarinic acetylcholine receptor M3,CHRM3
DB12278,Propiverine,small molecule,approved,P08912,Muscarinic acetylcholine receptor M5,CHRM5
DB12278,Propiverine,small molecule,approved,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C
DB12278,Propiverine,small molecule,approved,P35348,Alpha-1A adrenergic receptor,ADRA1A
DB12278,Propiverine,small molecule,approved,P08173,Muscarinic acetylcholine receptor M4,CHRM4
DB12284,LY-2608204,small molecule,investigational,O14757,Serine/threonine-protein kinase Chk1,CHEK1
DB12285,Verubecestat,small molecule,investigational,P56817,Beta-secretase 1,BACE1
DB12305,Dasotraline,small molecule,investigational,Q01959,Sodium-dependent dopamine transporter,SLC6A3
DB12305,Dasotraline,small molecule,investigational,P31645,Sodium-dependent serotonin transporter,SLC6A4
DB12305,Dasotraline,small molecule,investigational,P23975,Sodium-dependent noradrenaline transporter,SLC6A2
DB12307,Foretinib,small molecule,investigational,P14210,Hepatocyte growth factor,HGF
DB12307,Foretinib,small molecule,investigational,P35968,Vascular endothelial growth factor receptor 2,KDR
DB12317,Vanucizumab,biotech,investigational,O15123,Angiopoietin-2,ANGPT2
DB12317,Vanucizumab,biotech,investigational,P15692,Vascular endothelial growth factor A,VEGFA
DB12319,Benzbromarone,small molecule,investigational,P11712,Cytochrome P450 2C9,CYP2C9
DB12319,Benzbromarone,small molecule,investigational,P33261,Cytochrome P450 2C19,CYP2C19
DB12323,Radotinib,small molecule,investigational,P00519,Tyrosine-protein kinase ABL1,ABL1
DB12328,Cantharidin,small molecule,approved,P35869,Aryl hydrocarbon receptor,AHR
DB12332,Rucaparib,small molecule,approved,P09874,Poly [ADP-ribose] polymerase 1,PARP1
DB12332,Rucaparib,small molecule,approved,Q9UGN5,Poly [ADP-ribose] polymerase 2,PARP2
DB12332,Rucaparib,small molecule,approved,Q9Y6F1,Poly [ADP-ribose] polymerase 3,PARP3
DB12334,Milataxel,small molecule,investigational,Q9H4B7,Tubulin beta-1 chain,TUBB1
DB12334,Milataxel,small molecule,investigational,P07437,Tubulin beta chain,TUBB
DB12339,Radezolid,small molecule,investigational,Q9P2E9,Ribosome-binding protein 1,RRBP1
DB12340,Navitoclax,small molecule,investigational,P10415,Apoptosis regulator Bcl-2,BCL2
DB12340,Navitoclax,small molecule,investigational,Q92843,Bcl-2-like protein 2,BCL2L2
DB12340,Navitoclax,small molecule,investigational,Q92934,Bcl2 antagonist of cell death,BAD
DB12364,Betrixaban,small molecule,approved,P00742,Coagulation factor X,F10
DB12371,Siponimod,small molecule,approved,Q9H228,Sphingosine 1-phosphate receptor 5,S1PR5
DB12371,Siponimod,small molecule,approved,P21453,Sphingosine 1-phosphate receptor 1,S1PR1
DB12379,Indirubin,small molecule,investigational,P04798,Cytochrome P450 1A1,CYP1A1
DB12379,Indirubin,small molecule,investigational,P35869,Aryl hydrocarbon receptor,AHR
DB12418,Saccharin,small molecule,investigational,P07451,Carbonic anhydrase 3,CA3
DB12436,Vofopitant,small molecule,investigational,P25103,Neurokinin 1 receptor,TACR1
DB12442,Alvespimycin,small molecule,investigational,P07900,Heat shock protein HSP 90-alpha,HSP90AA1
DB12445,Nitroaspirin,small molecule,investigational,P23219,Prostaglandin G/H synthase 1,PTGS1
DB12450,Propyl Gallate,small molecule,investigational,P03372,Estrogen receptor alpha,ESR1
DB12457,Rimegepant,small molecule,approved,Q16602,Calcitonin gene-related peptide type 1 receptor,CALCRL
DB12458,Muscimol,small molecule,investigational,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1
DB12458,Muscimol,small molecule,investigational,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3
DB12458,Muscimol,small molecule,investigational,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2
DB12465,Ketanserin,small molecule,investigational,P28223,5-hydroxytryptamine receptor 2A,HTR2A
DB12478,Piribedil,small molecule,investigational,P14416,Dopamine D2 receptor,DRD2
DB12478,Piribedil,small molecule,investigational,P35462,Dopamine D3 receptor,DRD3
DB12483,Copanlisib,small molecule,approved,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA
DB12483,Copanlisib,small molecule,approved,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD
DB12483,Copanlisib,small molecule,approved,P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB
DB12483,Copanlisib,small molecule,approved,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG
DB12489,Mirvetuximab soravtansine,biotech,approved,P15328,Folate receptor alpha,FOLR1
DB12498,Mogamulizumab,biotech,approved,P51679,C-C chemokine receptor type 4,CCR4
DB12499,Clascoterone,small molecule,approved,P10275,Androgen receptor,AR
DB12500,Fedratinib,small molecule,approved,O60674,Tyrosine-protein kinase JAK2,JAK2
DB12500,Fedratinib,small molecule,approved,P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3
DB12500,Fedratinib,small molecule,approved,P23458,Tyrosine-protein kinase JAK1,JAK1
DB12513,Omaveloxolone,small molecule,approved,Q14145,Kelch-like ECH-associated protein 1,KEAP1
DB12518,Raclopride,small molecule,investigational,P14416,Dopamine D2 receptor,DRD2
DB12520,Plozalizumab,biotech,investigational,P41597,C-C chemokine receptor type 2,CCR2
DB12530,Inebilizumab,biotech,approved,P15391,B-lymphocyte antigen CD19,CD19
DB12532,Oxetacaine,small molecule,approved,P01350,Gastrin,GAST
DB12540,Lecozotan,small molecule,investigational,P08908,5-hydroxytryptamine receptor 1A,HTR1A
DB12543,Samidorphan,small molecule,approved,P35372,Mu-type opioid receptor,OPRM1
DB12543,Samidorphan,small molecule,approved,P41145,Kappa-type opioid receptor,OPRK1
DB12543,Samidorphan,small molecule,approved,P41143,Delta-type opioid receptor,OPRD1
